district,date_start,date_end,dengue_A,dengue_B,dysentery_A,dysentery_B,encephalitis_A,encephalitis_B,enteric_fever_A,enteric_fever_B,food_poisoning_A,food_poisoning_B,leptospirosis_A,leptospirosis_B,typhus_f_A,typhus_f_B,viral_hep_A,viral_hep_B,rabies_A,rabies_B,chickenpox_A,chickenpox_B,meningitis_A,meningitis_B,leishmania_A,leishmania_B,tuberculosis_A,tuberculosis_B,wrcd_A,wrcd_B,lepto,dengue
Ratnapura,2018-03-10,2018-03-16,33,433,5,43,1,18,0,4,0,2,12,68,3,10,0,4,0,1,8,77,4,29,15,87,41,100,0,0,12,33
Kegalle,2018-03-10,2018-03-16,29,339,0,13,0,4,0,2,4,40,4,24,2,19,0,6,0,0,11,80,3,8,0,0,67,100,0,0,4,29
Colombo,2018-03-03,2018-03-09,121,1920,1,12,11,5,33,131,3,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,121
Gampaha,2018-03-03,2018-03-09,65,1180,1,8,0,1,1,8,0,7,8,41,0,1,0,2,0,0,16,171,2,8,1,2,74,100,0,0,8,65
Kalutara,2018-03-03,2018-03-09,86,831,0,11,0,2,0,0,2,16,8,65,1,2,2,4,0,0,15,117,0,19,1,1,54,100,0,0,8,86
Kandy,2018-03-03,2018-03-09,35,787,1,12,0,3,0,1,0,2,0,8,6,21,0,4,0,0,3,53,0,6,2,5,59,100,0,0,0,35
Matale,2018-03-03,2018-03-09,13,221,0,3,0,1,0,0,0,5,1,9,0,1,0,1,0,0,0,8,1,3,9,20,62,100,0,0,1,13
Nuwara-Eliya,2018-03-03,2018-03-09,3,42,0,2,0,0,0,4,0,2,1,3,11,25,0,4,0,0,8,58,0,8,0,0,23,100,0,0,1,3
Galle,2018-03-03,2018-03-09,2,116,0,3,3,3,0,0,0,1,3,37,0,7,0,0,0,1,1,11,5,6,0,1,38,36,0,0,3,2
Hambantota,2018-03-03,2018-03-09,28,274,0,2,0,0,1,1,0,0,0,9,5,16,0,0,0,0,3,54,0,1,3,125,72,100,0,0,0,28
Matara,2018-03-03,2018-03-09,23,279,0,6,1,2,0,2,0,13,6,35,2,9,0,1,0,0,12,68,1,2,12,74,56,100,0,0,6,23
Jaffna,2018-03-03,2018-03-09,40,991,5,30,0,0,0,14,1,12,1,4,5,164,0,0,0,0,3,66,0,5,0,0,34,93,0,0,1,40
Kilinochchi,2018-03-03,2018-03-09,6,74,0,5,0,0,0,8,0,0,0,1,0,2,0,0,1,1,1,3,0,0,0,0,42,100,0,0,0,6
Mannar,2018-03-03,2018-03-09,4,18,0,9,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,24,100,0,0,0,4
Vavuniya,2018-03-03,2018-03-09,11,128,0,2,0,1,1,12,0,6,0,10,1,6,0,0,0,1,2,10,0,1,0,0,53,100,0,0,0,11
Mullaitivu,2018-03-03,2018-03-09,0,19,0,1,0,0,0,3,0,5,0,3,1,2,0,0,0,0,0,0,0,0,0,0,18,84,0,0,0,0
Batticaloa,2018-03-03,2018-03-09,109,1203,5,40,0,4,0,0,0,7,1,7,0,1,0,1,0,1,0,22,2,7,0,0,63,100,0,0,1,109
Ampara,2018-03-03,2018-03-09,32,873,7,19,0,0,1,1,0,13,0,15,0,0,0,4,0,0,4,60,0,5,1,1,106,200,0,0,0,32
Trincomalee,2018-03-03,2018-03-09,14,196,0,12,0,0,0,1,4,5,2,9,1,9,0,0,0,0,4,49,1,1,0,5,34,99,0,0,2,14
Kurunegala,2018-03-03,2018-03-09,42,856,2,28,0,2,0,4,0,2,4,30,1,6,0,2,0,1,11,108,0,18,13,46,70,100,0,0,4,42
Puttalam,2018-03-03,2018-03-09,40,847,3,11,0,2,1,2,0,1,1,9,0,4,0,0,0,0,4,24,0,16,0,0,74,100,0,0,1,40
Anuradhapura,2018-03-03,2018-03-09,16,243,0,12,0,1,0,1,0,0,3,41,0,11,0,0,0,0,7,70,0,4,3,67,43,100,0,0,3,16
Polonnaruwa,2018-03-03,2018-03-09,3,68,1,9,0,1,0,0,0,6,2,41,0,0,0,1,0,0,2,44,0,4,0,35,65,95,0,0,2,3
Badulla,2018-03-03,2018-03-09,5,121,0,31,0,0,1,5,0,5,1,26,0,12,0,4,0,0,14,84,0,18,0,2,53,100,0,0,1,5
Monaragala,2018-03-03,2018-03-09,27,332,0,26,0,2,0,1,0,2,5,77,8,35,0,4,0,0,7,37,0,5,1,8,55,100,0,0,5,27
Ratnapura,2018-03-03,2018-03-09,23,400,3,38,1,17,0,4,0,2,7,56,2,7,1,4,0,1,17,69,3,25,3,72,42,99,0,0,7,23
Kegalle,2018-03-03,2018-03-09,8,310,4,13,0,4,1,2,9,36,2,20,2,17,0,6,0,0,12,69,1,5,0,0,70,100,0,0,2,8
Colombo,2018-02-24,2018-03-02,134,1774,4,11,11,4,31,12,118,9,62,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,134
Gampaha,2018-02-24,2018-03-02,89,1115,0,7,0,1,1,7,1,7,10,33,0,1,0,2,0,0,35,155,1,6,1,1,73,100,0,0,10,89
Kalutara,2018-02-24,2018-03-02,56,745,1,11,0,2,0,0,1,14,6,57,0,1,0,2,0,0,8,102,0,19,0,0,54,100,0,0,6,56
Kandy,2018-02-24,2018-03-02,49,752,2,11,0,3,0,1,1,2,0,8,0,15,2,4,0,0,8,50,2,6,0,3,59,100,0,0,0,49
Matale,2018-02-24,2018-03-02,17,208,1,3,0,1,0,0,0,5,3,8,0,1,0,1,0,0,0,8,0,2,6,11,65,100,0,0,3,17
Nuwara-Eliya,2018-02-24,2018-03-02,4,39,0,2,0,0,0,4,0,2,0,2,3,14,0,4,0,0,8,50,3,8,0,0,24,100,0,0,0,4
Galle,2018-02-24,2018-03-02,3,114,0,3,0,0,0,0,0,1,2,34,1,7,0,0,1,1,3,10,0,1,0,1,36,36,0,0,2,3
Hambantota,2018-02-24,2018-03-02,40,246,0,2,0,0,0,0,0,0,0,9,1,11,0,0,0,0,6,51,0,1,6,122,72,100,0,0,0,40
Matara,2018-02-24,2018-03-02,32,256,2,6,1,1,1,2,0,13,2,29,4,7,0,1,0,0,7,56,1,1,9,62,56,100,0,0,2,32
Jaffna,2018-02-24,2018-03-02,63,947,3,25,0,0,1,13,3,11,1,3,13,159,0,0,0,0,10,60,0,5,0,0,35,92,0,0,1,63
Kilinochchi,2018-02-24,2018-03-02,6,68,0,5,0,0,1,8,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,41,100,0,0,0,6
Mannar,2018-02-24,2018-03-02,0,14,0,9,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,25,100,0,0,0,0
Vavuniya,2018-02-24,2018-03-02,7,117,2,2,1,1,1,11,0,6,1,10,0,5,0,0,0,1,1,8,0,1,0,0,59,100,0,0,1,7
Mullaitivu,2018-02-24,2018-03-02,0,12,0,1,0,0,0,1,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,30,58,0,0,0,0
Batticaloa,2018-02-24,2018-03-02,116,1094,5,35,2,4,0,0,6,7,0,6,0,1,0,1,0,1,7,22,0,5,0,0,64,100,0,0,0,116
Ampara,2018-02-24,2018-03-02,30,841,1,12,0,0,0,0,1,13,0,15,0,0,0,4,0,0,8,56,1,5,0,0,107,200,0,0,0,30
Trincomalee,2018-02-24,2018-03-02,21,182,0,12,0,0,0,1,0,1,0,7,0,8,0,0,0,0,4,45,0,0,0,5,36,100,0,0,0,21
Kurunegala,2018-02-24,2018-03-02,95,814,5,26,0,2,2,4,0,2,0,26,1,5,1,2,1,1,15,97,4,18,2,33,70,100,0,0,0,95
Puttalam,2018-02-24,2018-03-02,62,807,0,8,0,2,0,1,0,1,1,8,1,4,0,0,0,0,3,20,4,16,0,0,74,100,0,0,1,62
Anuradhapura,2018-02-24,2018-03-02,39,227,1,12,0,1,0,1,0,0,2,38,1,11,0,0,0,0,13,63,0,4,15,64,44,100,0,0,2,39
Polonnaruwa,2018-02-24,2018-03-02,3,65,3,8,0,1,0,0,0,6,0,39,0,0,0,1,0,0,9,42,1,4,3,35,65,96,0,0,0,3
Badulla,2018-02-24,2018-03-02,6,115,4,31,0,0,0,4,1,5,1,24,0,9,1,4,0,0,7,64,1,17,0,2,53,98,0,0,1,6
Monaragala,2018-02-24,2018-03-02,35,305,4,26,0,2,0,1,0,2,4,72,1,27,0,4,0,0,5,31,2,5,1,7,57,100,0,0,4,35
Ratnapura,2018-02-24,2018-03-02,42,377,4,35,4,16,0,4,0,2,3,49,0,5,1,3,0,1,10,52,2,22,2,69,42,100,0,0,3,42
Kegalle,2018-02-24,2018-03-02,20,302,0,9,0,4,0,1,2,27,0,18,2,15,0,6,0,0,11,57,1,4,0,0,70,100,0,0,0,20
Colombo,2018-02-17,2018-02-23,138,1640,0,7,8,28,11,106,7,60,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,138
Gampaha,2018-02-17,2018-02-23,80,1026,0,7,0,1,0,6,0,6,4,23,0,1,0,2,0,0,12,120,0,5,0,0,73,100,0,0,4,80
Kalutara,2018-02-17,2018-02-23,67,689,1,10,0,2,0,0,1,13,8,51,1,1,1,2,0,0,25,94,5,19,0,0,56,100,0,0,8,67
Kandy,2018-02-17,2018-02-23,67,703,2,9,0,3,0,1,0,1,1,8,3,15,0,2,0,0,6,42,1,4,1,3,61,100,0,0,1,67
Matale,2018-02-17,2018-02-23,8,191,1,2,0,1,0,0,0,5,1,5,0,1,0,1,0,0,2,8,0,2,0,5,66,100,0,0,1,8
Nuwara-Eliya,2018-02-17,2018-02-23,4,35,0,2,0,0,0,4,0,2,0,2,1,11,1,4,0,0,5,42,2,5,0,0,24,100,0,0,0,4
Galle,2018-02-17,2018-02-23,14,111,0,3,0,0,0,0,0,1,3,32,2,6,0,0,0,0,1,7,0,1,0,1,36,38,0,0,3,14
Hambantota,2018-02-17,2018-02-23,31,206,1,2,0,0,0,0,0,0,2,9,1,10,0,0,0,0,6,45,0,1,27,116,74,100,0,0,2,31
Matara,2018-02-17,2018-02-23,20,224,1,4,0,0,0,1,0,13,3,27,0,3,1,1,0,0,10,49,0,0,5,53,55,100,0,0,3,20
Jaffna,2018-02-17,2018-02-23,68,884,3,22,0,0,3,12,2,8,0,2,18,146,0,0,0,0,13,50,0,5,0,0,34,92,0,0,0,68
Kilinochchi,2018-02-17,2018-02-23,17,62,0,5,0,0,0,7,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,39,100,0,0,1,17
Mannar,2018-02-17,2018-02-23,0,14,1,9,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,10,0,1,0,0,26,100,0,0,0,0
Vavuniya,2018-02-17,2018-02-23,12,110,0,0,0,0,0,10,0,6,1,9,1,5,0,0,0,1,1,7,0,1,0,0,57,100,0,0,1,12
Mullaitivu,2018-02-17,2018-02-23,0,12,0,1,0,0,0,1,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,33,60,0,0,0,0
Batticaloa,2018-02-17,2018-02-23,126,978,4,30,1,2,0,0,0,1,0,6,0,1,0,1,0,1,4,15,0,5,0,0,65,100,0,0,0,126
Ampara,2018-02-17,2018-02-23,54,811,0,11,0,0,0,0,7,12,3,15,0,0,0,4,0,0,4,48,2,4,0,0,105,200,0,0,3,54
Trincomalee,2018-02-17,2018-02-23,16,161,1,12,0,0,0,1,0,1,0,7,1,8,0,0,0,0,6,41,0,0,2,5,34,100,0,0,0,16
Kurunegala,2018-02-17,2018-02-23,59,719,3,21,0,2,0,2,0,2,3,26,0,4,0,1,0,0,18,82,2,14,5,31,70,100,0,0,3,59
Puttalam,2018-02-17,2018-02-23,57,745,3,8,0,2,0,1,0,1,1,7,1,3,0,0,0,0,3,17,5,12,0,0,73,100,0,0,1,57
Anuradhapura,2018-02-17,2018-02-23,22,188,0,11,0,1,0,1,0,0,3,36,3,10,0,0,0,0,11,50,1,4,16,49,44,100,0,0,3,22
Polonnaruwa,2018-02-17,2018-02-23,10,62,0,5,0,1,0,0,0,6,4,39,0,0,0,1,0,0,12,33,0,3,5,32,65,98,0,0,4,10
Badulla,2018-02-17,2018-02-23,10,109,5,27,0,0,0,4,3,4,2,23,0,9,1,3,0,0,7,57,1,16,1,2,54,99,0,0,2,10
Monaragala,2018-02-17,2018-02-23,20,270,1,22,0,2,0,1,0,2,2,68,5,26,0,4,0,0,2,26,0,3,0,6,56,100,0,0,2,20
Ratnapura,2018-02-17,2018-02-23,57,335,3,31,4,12,0,4,0,2,3,46,2,5,0,2,0,1,6,42,4,20,8,67,41,100,0,0,3,57
Kegalle,2018-02-17,2018-02-23,28,282,2,9,2,4,1,1,7,25,1,18,2,13,2,6,0,0,10,46,0,3,0,0,71,100,0,0,1,28
Colombo,2018-02-10,2018-02-16,147,1502,2,7,7,2,5,26,20,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,147
Gampaha,2018-02-10,2018-02-16,130,946,1,7,0,1,1,6,1,6,3,19,0,1,0,2,0,0,33,108,3,5,0,0,71,100,0,0,3,130
Kalutara,2018-02-10,2018-02-16,88,622,1,9,0,2,0,0,1,12,12,43,0,0,0,1,0,0,14,69,1,14,0,0,60,100,0,0,12,88
Kandy,2018-02-10,2018-02-16,73,636,1,7,2,3,1,1,1,1,0,7,1,12,1,2,0,0,10,36,1,3,0,2,63,100,0,0,0,73
Matale,2018-02-10,2018-02-16,20,183,0,1,0,1,0,0,1,5,3,4,0,1,0,1,0,0,2,6,0,2,0,5,67,100,0,0,3,20
Nuwara-Eliya,2018-02-10,2018-02-16,4,31,0,2,0,0,2,4,0,2,0,2,0,10,1,3,0,0,6,37,1,3,0,0,27,100,0,0,0,4
Galle,2018-02-10,2018-02-16,10,94,0,3,0,0,0,0,0,1,5,27,1,4,0,0,0,0,0,6,1,1,0,1,39,38,0,0,5,10
Hambantota,2018-02-10,2018-02-16,25,175,0,1,0,0,0,0,0,0,0,7,1,9,0,0,0,0,8,39,0,1,2,89,74,100,0,0,0,25
Matara,2018-02-10,2018-02-16,39,204,0,3,0,0,0,1,1,13,3,24,1,3,0,0,0,0,2,39,0,0,11,48,57,100,0,0,3,39
Jaffna,2018-02-10,2018-02-16,77,816,4,19,0,0,0,9,0,6,0,2,20,128,0,0,0,0,8,37,0,5,0,0,33,93,0,0,0,77
Kilinochchi,2018-02-10,2018-02-16,5,45,0,5,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,38,100,0,0,0,5
Mannar,2018-02-10,2018-02-16,0,14,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,27,100,0,0,0,0
Vavuniya,2018-02-10,2018-02-16,12,98,0,0,0,0,5,10,1,6,0,8,0,4,0,0,0,1,2,6,0,1,0,0,63,100,0,0,0,12
Mullaitivu,2018-02-10,2018-02-16,0,12,0,0,0,0,0,1,5,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,47,50,0,0,0,0
Batticaloa,2018-02-10,2018-02-16,122,852,3,26,0,1,0,0,0,1,0,6,0,1,0,1,1,1,5,11,1,5,0,0,64,100,0,0,0,122
Ampara,2018-02-10,2018-02-16,76,757,4,11,0,0,0,0,2,5,0,12,0,0,0,4,0,0,11,44,1,2,0,0,102,200,0,0,0,76
Trincomalee,2018-02-10,2018-02-16,19,136,2,11,0,0,0,1,1,1,0,7,0,7,0,0,0,0,6,33,0,0,0,1,38,95,0,0,0,19
Kurunegala,2018-02-10,2018-02-16,72,660,3,18,0,2,0,2,1,2,3,23,1,4,0,1,0,0,18,64,0,12,5,26,72,100,0,0,3,72
Puttalam,2018-02-10,2018-02-16,67,688,1,5,0,2,1,1,0,1,0,6,0,2,0,0,0,0,3,14,0,7,0,0,72,100,0,0,0,67
Anuradhapura,2018-02-10,2018-02-16,25,166,0,11,1,1,0,1,0,0,6,33,1,7,0,0,0,0,10,39,2,3,14,33,43,99,0,0,6,25
Polonnaruwa,2018-02-10,2018-02-16,2,52,3,5,0,1,0,0,0,6,6,35,0,0,0,1,0,0,0,21,1,3,5,27,64,100,0,0,6,2
Badulla,2018-02-10,2018-02-16,8,99,4,22,0,0,1,4,0,1,2,21,1,9,0,2,0,0,13,50,4,15,0,1,53,100,0,0,2,8
Monaragala,2018-02-10,2018-02-16,33,250,2,21,0,2,0,1,0,2,4,66,8,21,2,4,0,0,3,24,1,3,0,6,59,100,0,0,4,33
Ratnapura,2018-02-10,2018-02-16,58,278,3,28,0,8,0,4,1,2,6,43,0,3,1,2,0,1,7,36,1,16,0,59,43,100,0,0,6,58
Kegalle,2018-02-10,2018-02-16,37,254,1,7,0,2,0,0,3,18,1,17,2,11,0,4,0,0,9,36,1,3,0,0,71,100,0,0,1,37
Colombo,2018-02-03,2018-02-09,196,1355,2,5,7,2,4,21,28,75,6,56,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,196
Gampaha,2018-02-03,2018-02-09,105,816,0,6,0,1,1,5,0,5,3,16,1,1,0,2,0,0,6,75,1,2,0,0,75,100,0,0,3,105
Kalutara,2018-02-03,2018-02-09,103,534,1,8,1,2,0,0,3,11,4,31,0,0,1,1,0,0,11,55,2,13,0,0,59,100,0,0,4,103
Kandy,2018-02-03,2018-02-09,82,563,1,6,0,1,0,0,0,0,0,7,2,11,0,1,0,0,5,26,0,2,0,2,61,100,0,0,0,82
Matale,2018-02-03,2018-02-09,24,163,0,1,1,1,0,0,3,4,0,1,0,1,0,1,0,0,0,4,0,2,3,5,68,100,0,0,0,24
Nuwara-Eliya,2018-02-03,2018-02-09,4,27,0,2,0,0,0,2,0,2,0,2,0,10,1,2,0,0,3,31,0,2,0,0,18,100,0,0,0,4
Galle,2018-02-03,2018-02-09,8,84,0,3,0,0,0,0,0,1,1,22,0,3,0,0,0,0,2,6,0,0,0,1,39,41,0,0,1,8
Hambantota,2018-02-03,2018-02-09,24,150,0,1,0,0,0,0,0,0,0,7,1,8,0,0,0,0,10,31,0,1,3,87,68,100,0,0,0,24
Matara,2018-02-03,2018-02-09,29,165,0,3,0,0,0,1,0,12,2,21,1,2,0,0,0,0,14,37,0,0,7,37,55,100,0,0,2,29
Jaffna,2018-02-03,2018-02-09,102,739,0,15,0,0,2,9,0,6,0,2,10,108,0,0,0,0,2,29,2,5,0,0,36,93,0,0,0,102
Kilinochchi,2018-02-03,2018-02-09,2,40,0,5,0,0,2,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,30,100,0,0,0,2
Mannar,2018-02-03,2018-02-09,2,14,2,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,9,0,1,0,0,28,100,0,0,0,2
Vavuniya,2018-02-03,2018-02-09,15,86,0,0,0,0,0,5,0,5,2,8,0,4,0,0,0,1,1,4,0,1,0,0,65,100,0,0,2,15
Mullaitivu,2018-02-03,2018-02-09,2,12,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,50,56,0,0,0,2
Batticaloa,2018-02-03,2018-02-09,132,730,3,23,0,1,0,0,1,1,2,6,1,1,0,1,0,0,2,6,0,4,0,0,60,100,0,0,2,132
Ampara,2018-02-03,2018-02-09,84,681,0,7,0,0,0,0,0,3,0,12,0,0,1,4,0,0,6,33,0,1,0,0,94,200,0,0,0,84
Trincomalee,2018-02-03,2018-02-09,24,117,2,9,0,0,0,1,0,0,0,7,2,7,0,0,0,0,1,27,0,0,0,1,36,96,0,0,0,24
Kurunegala,2018-02-03,2018-02-09,83,588,2,15,0,2,0,2,0,1,1,20,0,3,0,1,0,0,5,46,3,12,7,21,68,100,0,0,1,83
Puttalam,2018-02-03,2018-02-09,84,621,0,4,1,2,0,0,0,1,0,6,0,2,0,0,0,0,1,11,4,7,0,0,66,100,0,0,0,84
Anuradhapura,2018-02-03,2018-02-09,34,141,4,11,0,0,0,1,0,0,6,27,0,6,0,0,0,0,4,29,1,1,2,19,41,100,0,0,6,34
Polonnaruwa,2018-02-03,2018-02-09,5,50,0,2,0,1,0,0,0,6,2,29,0,0,0,1,0,0,9,21,0,2,1,22,66,100,0,0,2,5
Badulla,2018-02-03,2018-02-09,15,91,3,18,0,0,1,3,0,1,3,19,3,8,0,2,0,0,13,37,3,11,0,1,49,100,0,0,3,15
Monaragala,2018-02-03,2018-02-09,32,217,3,19,1,2,0,1,0,2,6,62,3,13,1,2,0,0,8,21,1,2,2,6,51,100,0,0,6,32
Ratnapura,2018-02-03,2018-02-09,42,220,2,25,1,8,0,4,0,1,5,37,0,3,0,1,0,1,6,29,0,15,2,59,39,100,0,0,5,42
Kegalle,2018-02-03,2018-02-09,29,217,2,6,0,2,0,0,0,15,3,16,4,9,0,4,0,0,2,27,0,2,0,0,73,100,0,0,3,29
Colombo,2018-01-27,2018-02-02,278,1159,1,3,2,3,17,14,47,54,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,278
Gampaha,2018-01-27,2018-02-02,147,711,0,6,0,1,1,4,0,5,3,13,0,0,0,2,0,0,35,69,0,1,0,0,75,100,0,0,3,147
Kalutara,2018-01-27,2018-02-02,102,431,2,7,1,1,0,0,8,8,6,27,0,0,0,0,0,0,17,44,6,11,0,0,57,100,0,0,6,102
Kandy,2018-01-27,2018-02-02,113,481,3,5,1,1,0,0,0,0,1,7,1,9,1,1,0,0,6,21,1,2,1,2,63,100,0,0,1,113
Matale,2018-01-27,2018-02-02,33,139,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,4,1,2,1,2,69,100,0,0,0,33
Nuwara-Eliya,2018-01-27,2018-02-02,5,23,2,2,0,0,1,2,1,2,0,2,5,10,1,1,0,0,8,28,1,2,0,0,19,100,0,0,0,5
Galle,2018-01-27,2018-02-02,20,76,2,3,0,0,0,0,1,1,4,21,0,3,0,0,0,0,0,4,0,0,0,1,34,44,0,0,4,20
Hambantota,2018-01-27,2018-02-02,26,126,0,1,0,0,0,0,0,0,1,7,4,7,0,0,0,0,6,21,0,1,9,84,65,100,0,0,1,26
Matara,2018-01-27,2018-02-02,36,136,1,3,0,0,0,1,0,12,2,19,1,1,0,0,0,0,9,23,0,0,6,30,59,100,0,0,2,36
Jaffna,2018-01-27,2018-02-02,120,637,3,15,0,0,1,7,1,6,1,2,22,98,0,0,0,0,13,27,3,3,0,0,38,93,0,0,1,120
Kilinochchi,2018-01-27,2018-02-02,13,38,2,5,0,0,2,5,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,31,100,0,0,0,13
Mannar,2018-01-27,2018-02-02,1,12,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,1,0,0,30,100,0,0,0,1
Vavuniya,2018-01-27,2018-02-02,8,71,0,0,0,0,1,5,0,5,3,6,2,4,0,0,0,1,2,3,0,1,0,0,69,100,0,0,3,8
Mullaitivu,2018-01-27,2018-02-02,1,10,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,46,65,0,0,0,1
Batticaloa,2018-01-27,2018-02-02,145,598,3,20,1,1,0,0,0,0,3,4,0,0,0,1,0,0,2,4,2,4,0,0,61,100,0,0,3,145
Ampara,2018-01-27,2018-02-02,124,597,2,7,0,0,0,0,1,3,0,12,0,0,2,3,0,0,10,27,0,1,0,0,88,200,0,0,0,124
Trincomalee,2018-01-27,2018-02-02,20,93,2,7,0,0,0,1,0,0,2,7,2,5,0,0,0,0,10,26,0,0,0,1,35,98,0,0,2,20
Kurunegala,2018-01-27,2018-02-02,91,505,3,13,0,2,0,2,0,1,5,19,0,3,0,1,0,0,15,41,1,9,4,14,68,100,0,0,5,91
Puttalam,2018-01-27,2018-02-02,143,537,1,4,1,1,0,0,0,1,1,6,1,2,0,0,0,0,4,10,0,3,0,0,71,100,0,0,1,143
Anuradhapura,2018-01-27,2018-02-02,26,107,0,7,0,0,0,1,0,0,1,21,1,6,0,0,0,0,8,25,0,0,6,17,41,100,0,0,1,26
Polonnaruwa,2018-01-27,2018-02-02,11,45,0,2,0,1,0,0,1,6,3,27,0,0,0,1,0,0,2,12,0,2,5,21,68,100,0,0,3,11
Badulla,2018-01-27,2018-02-02,10,76,3,15,0,0,0,2,1,1,6,16,2,5,0,2,0,0,3,24,1,8,1,1,47,100,0,0,6,10
Monaragala,2018-01-27,2018-02-02,34,185,7,16,1,1,0,1,1,2,16,56,3,10,0,1,0,0,2,13,1,1,1,4,50,100,0,0,16,34
Ratnapura,2018-01-27,2018-02-02,31,178,5,23,2,7,0,4,1,1,5,32,1,3,0,1,0,1,5,23,3,15,11,57,42,100,0,0,5,31
Kegalle,2018-01-27,2018-02-02,43,188,0,4,2,2,0,0,2,15,4,13,3,5,1,4,0,0,7,25,1,2,0,0,66,100,0,0,4,43
Colombo,2018-01-20,2018-01-26,291,881,0,2,3,14,17,33,2,6,52,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,291
Gampaha,2018-01-20,2018-01-26,162,564,2,6,1,1,3,3,3,5,5,10,0,0,0,2,0,0,14,34,1,1,0,0,78,100,0,0,5,162
Kalutara,2018-01-20,2018-01-26,87,331,2,5,0,0,0,0,0,0,2,19,0,0,0,0,0,0,9,29,2,6,0,0,63,100,0,0,2,87
Kandy,2018-01-20,2018-01-26,97,368,0,2,0,0,0,0,0,0,2,6,1,8,0,0,0,0,3,15,0,1,0,1,64,100,0,0,2,97
Matale,2018-01-20,2018-01-26,24,106,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,3,1,1,0,1,69,100,0,0,0,24
Nuwara-Eliya,2018-01-20,2018-01-26,10,18,0,0,0,0,0,1,1,1,1,2,4,5,0,0,0,0,11,20,0,1,0,0,18,100,0,0,1,10
Galle,2018-01-20,2018-01-26,3,42,1,1,0,0,0,0,0,0,0,16,0,3,0,0,0,0,1,4,0,0,0,1,44,42,0,0,0,3
Hambantota,2018-01-20,2018-01-26,36,100,0,1,0,0,0,0,0,0,0,6,1,3,0,0,0,0,7,15,0,1,3,75,58,100,0,0,0,36
Matara,2018-01-20,2018-01-26,36,97,0,2,0,0,0,1,2,12,2,17,0,0,0,0,0,0,4,14,0,0,3,22,62,98,0,0,2,36
Jaffna,2018-01-20,2018-01-26,131,517,6,12,0,0,1,6,0,5,1,1,24,76,0,0,0,0,5,14,0,0,0,0,33,93,0,0,1,131
Kilinochchi,2018-01-20,2018-01-26,6,25,0,3,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,33,100,0,0,0,6
Mannar,2018-01-20,2018-01-26,4,11,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,7,1,1,0,0,33,100,0,0,1,4
Vavuniya,2018-01-20,2018-01-26,17,63,0,0,0,0,1,4,5,5,2,3,1,2,0,0,1,1,1,1,0,1,0,0,67,100,0,0,2,17
Mullaitivu,2018-01-20,2018-01-26,1,9,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,55,73,0,0,1,1
Batticaloa,2018-01-20,2018-01-26,142,453,8,17,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,1,2,0,0,69,100,0,0,1,142
Ampara,2018-01-20,2018-01-26,158,473,2,5,0,0,0,0,0,2,8,12,0,0,0,1,0,0,10,17,0,1,0,0,92,200,0,0,8,158
Trincomalee,2018-01-20,2018-01-26,12,72,1,5,0,0,0,1,0,0,1,5,0,3,0,0,0,0,6,16,0,0,0,1,38,97,0,0,1,12
Kurunegala,2018-01-20,2018-01-26,143,414,5,10,1,2,2,2,0,1,1,14,0,3,0,1,0,0,7,26,6,8,4,10,65,100,0,0,1,143
Puttalam,2018-01-20,2018-01-26,119,394,1,3,0,0,0,0,1,1,4,5,1,1,0,0,0,0,1,6,1,3,0,0,72,100,0,0,4,119
